Price,Close,High,Low,Open,Volume
Ticker,^BCOM,^BCOM,^BCOM,^BCOM,^BCOM
Date,,,,,
2024-03-25,99.27999877929688,99.56999969482422,98.73999786376953,99.0,0
2024-03-26,98.68000030517578,99.48999786376953,98.62999725341797,99.26000213623047,0
2024-03-27,98.30999755859375,98.41000366210938,98.0,98.25,0
2024-03-28,99.48999786376953,99.55000305175781,98.18000030517578,98.30000305175781,0
2024-04-01,99.9000015258789,100.29000091552734,99.47000122070312,99.86000061035156,0
2024-04-02,100.69999694824219,101.05000305175781,100.05999755859375,100.1500015258789,0
2024-04-03,101.91000366210938,102.11000061035156,100.80000305175781,100.9000015258789,0
2024-04-04,102.26000213623047,102.30999755859375,101.5999984741211,102.23999786376953,0
2024-04-05,102.9000015258789,103.19000244140625,101.76000213623047,101.76000213623047,0
2024-04-08,102.91999816894531,103.19999694824219,102.25,102.2699966430664,0
2024-04-09,102.80000305175781,103.5,102.69000244140625,102.9000015258789,0
2024-04-10,102.87000274658203,103.62000274658203,102.43000030517578,103.05999755859375,0
2024-04-11,102.3499984741211,103.16999816894531,102.12999725341797,103.0,0
2024-04-12,102.93000030517578,104.33999633789062,102.79000091552734,102.95999908447266,0
2024-04-15,102.80999755859375,103.25,101.98999786376953,103.0999984741211,0
2024-04-16,102.83000183105469,103.19999694824219,102.06999969482422,103.16000366210938,0
2024-04-17,102.22000122070312,103.01000213623047,102.0,102.54000091552734,0
2024-04-18,102.08999633789062,102.54000091552734,101.91000366210938,102.0999984741211,0
2024-04-19,103.05999755859375,103.7300033569336,102.08999633789062,103.30999755859375,0
2024-04-22,102.77999877929688,102.87999725341797,101.91999816894531,102.72000122070312,0
2024-04-23,102.94999694824219,102.97000122070312,101.63999938964844,102.4000015258789,0
2024-04-24,102.69000244140625,103.22000122070312,102.63999938964844,102.91000366210938,0
2024-04-25,103.0199966430664,103.05000305175781,102.29000091552734,102.41999816894531,0
2024-04-26,102.91999816894531,103.6500015258789,102.80000305175781,103.25,0
2024-04-29,103.37999725341797,103.56999969482422,102.75,102.80000305175781,0
2024-04-30,101.66999816894531,103.22000122070312,101.55000305175781,103.19999694824219,0
2024-05-01,100.52999877929688,101.37000274658203,100.5,101.1500015258789,0
2024-05-02,100.83999633789062,101.20999908447266,100.2699966430664,100.93000030517578,0
2024-05-03,101.33999633789062,101.69999694824219,100.88999938964844,101.08000183105469,0
2024-05-06,102.54000091552734,102.80000305175781,101.31999969482422,101.41999816894531,0
2024-05-07,102.55000305175781,102.73999786376953,102.0199966430664,102.54000091552734,0
2024-05-08,102.05999755859375,102.31999969482422,101.66999816894531,102.08999633789062,0
2024-05-09,102.47000122070312,102.66000366210938,102.08000183105469,102.12000274658203,0
2024-05-10,102.79000091552734,103.4800033569336,102.58000183105469,102.87999725341797,0
2024-05-13,103.2699966430664,103.37000274658203,102.30999755859375,102.33000183105469,0
2024-05-14,103.12999725341797,103.45999908447266,102.75,103.29000091552734,0
2024-05-15,103.9000015258789,104.1500015258789,102.91000366210938,103.44999694824219,0
2024-05-16,104.11000061035156,104.31999969482422,103.77999877929688,104.19999694824219,0
2024-05-17,105.73999786376953,105.76000213623047,104.30000305175781,104.44000244140625,0
2024-05-20,107.23999786376953,107.26000213623047,105.94000244140625,106.47000122070312,0
2024-05-21,106.98999786376953,107.54000091552734,106.33999633789062,106.73999786376953,0
2024-05-22,106.41000366210938,107.05000305175781,105.73999786376953,106.94999694824219,0
2024-05-23,105.12000274658203,106.86000061035156,105.0,105.69000244140625,0
2024-05-24,105.02999877929688,105.5199966430664,104.80999755859375,105.25,0
2024-05-28,106.6500015258789,106.68000030517578,105.86000061035156,106.20999908447266,0
2024-05-29,105.51000213623047,106.9800033569336,105.44999694824219,106.62000274658203,0
2024-05-30,104.05000305175781,105.29000091552734,104.04000091552734,105.22000122070312,0
2024-05-31,102.98999786376953,104.5199966430664,102.80000305175781,104.01000213623047,0
2024-06-03,102.73999786376953,103.94999694824219,102.30000305175781,103.6500015258789,0
2024-06-04,101.27999877929688,102.79000091552734,101.26000213623047,102.66999816894531,0
2024-06-05,101.87000274658203,101.94999694824219,101.11000061035156,101.52999877929688,0
2024-06-06,103.45999908447266,103.51000213623047,102.16999816894531,102.44999694824219,0
2024-06-07,101.81999969482422,103.66999816894531,101.56999969482422,103.43000030517578,0
2024-06-10,102.38999938964844,102.87000274658203,101.80000305175781,102.0,0
2024-06-11,102.70999908447266,102.83000183105469,102.12999725341797,102.70999908447266,0
2024-06-12,103.33000183105469,103.69999694824219,102.69999694824219,102.98999786376953,0
2024-06-13,102.77999877929688,103.30000305175781,102.43000030517578,102.61000061035156,0
2024-06-14,102.44000244140625,103.01000213623047,102.37999725341797,102.58000183105469,0
2024-06-17,101.91000366210938,102.0199966430664,101.48999786376953,102.0199966430664,0
2024-06-18,102.7300033569336,102.75,101.44000244140625,102.11000061035156,0
2024-06-20,102.75,103.33999633789062,102.68000030517578,103.05999755859375,0
2024-06-21,101.7300033569336,102.76000213623047,101.68000030517578,102.66000366210938,0
2024-06-24,102.55999755859375,102.58000183105469,101.45999908447266,101.55999755859375,0
2024-06-25,101.41999816894531,102.61000061035156,101.4000015258789,102.44000244140625,0
2024-06-26,101.08999633789062,101.70999908447266,100.83999633789062,101.36000061035156,0
2024-06-27,101.33000183105469,101.80000305175781,100.83000183105469,100.94999694824219,0
2024-06-28,100.98999786376953,102.12000274658203,100.93000030517578,101.52999877929688,0
2024-07-01,101.33000183105469,101.41000366210938,100.68000030517578,101.02999877929688,0
2024-07-02,101.23999786376953,101.87000274658203,101.22000122070312,101.45999908447266,0
2024-07-03,102.18000030517578,102.33999633789062,101.33999633789062,101.4800033569336,0
2024-07-05,102.5,102.91000366210938,101.91999816894531,101.98999786376953,0
2024-07-08,101.33999633789062,102.2300033569336,101.25,102.18000030517578,0
2024-07-09,100.69000244140625,101.63999938964844,100.66999816894531,101.41999816894531,0
2024-07-10,100.44000244140625,100.91000366210938,100.36000061035156,100.68000030517578,0
2024-07-11,100.76000213623047,101.22000122070312,100.54000091552734,100.7300033569336,0
2024-07-12,100.75,101.04000091552734,100.3499984741211,100.66000366210938,0
2024-07-15,99.61000061035156,100.36000061035156,99.58999633789062,100.33000183105469,0
2024-07-16,99.58999633789062,99.83999633789062,99.08999633789062,99.66000366210938,0
2024-07-17,99.20999908447266,99.94000244140625,99.11000061035156,99.80999755859375,0
2024-07-18,98.9800033569336,99.66999816894531,98.80999755859375,99.43000030517578,0
2024-07-19,97.48999786376953,98.62999725341797,97.47000122070312,98.37000274658203,0
2024-07-22,98.08999633789062,98.12000274658203,97.31999969482422,97.87000274658203,0
2024-07-23,97.48999786376953,98.30000305175781,97.47000122070312,98.2699966430664,0
2024-07-24,97.30000305175781,97.91000366210938,97.2300033569336,97.38999938964844,0
2024-07-25,96.77999877929688,96.94999694824219,95.91000366210938,96.55000305175781,0
2024-07-26,95.95999908447266,97.2300033569336,95.93000030517578,97.2300033569336,0
2024-07-29,95.41000366210938,96.31999969482422,94.95999908447266,96.12000274658203,0
2024-07-30,95.43000030517578,95.58000183105469,94.70999908447266,95.20999908447266,0
2024-07-31,96.44999694824219,96.70999908447266,95.73999786376953,95.80000305175781,0
2024-08-01,95.55000305175781,97.0,95.54000091552734,96.93000030517578,0
2024-08-02,94.7300033569336,96.25,94.54000091552734,95.79000091552734,0
2024-08-05,93.91000366210938,95.08000183105469,92.41999816894531,94.81999969482422,0
2024-08-06,94.1500015258789,94.4000015258789,93.51000213623047,94.3499984741211,0
2024-08-07,94.79000091552734,95.0199966430664,93.81999969482422,93.98999786376953,0
2024-08-08,95.25,95.52999877929688,94.36000061035156,94.61000061035156,0
2024-08-09,95.51000213623047,95.94000244140625,95.36000061035156,95.61000061035156,0
2024-08-12,96.62999725341797,96.63999938964844,95.48999786376953,95.55999755859375,0
2024-08-13,95.52999877929688,96.41999816894531,95.5,96.41999816894531,0
2024-08-14,95.38999938964844,96.08999633789062,95.33999633789062,95.69999694824219,0
2024-08-15,96.11000061035156,96.62000274658203,95.55999755859375,95.62999725341797,0
2024-08-16,95.70999908447266,96.01000213623047,95.16000366210938,96.0,0
2024-08-19,96.25,96.6500015258789,95.69999694824219,95.91000366210938,0
